0,1,2,3,4,5,6,7
-0.8538306671179192,7.551579368610502,4.041380619091474,2.951744328687679,0.0,4.0,0.09166685903653529,3.6817822153989823
2.337483702812236,6.180131308905612,4.580102059089408,3.0496728628076983,0.0,2.0,4.744443851517084,0.02528794876184521
-0.47209772041475484,7.073801923723827,4.866904906042182,3.126414400231316,2.0,4.0,0.074475470168875,1.5582840517052476
0.24930277314045896,7.026276451405041,1.0885202766570017,5.29747545100745,2.0,4.0,1.3772456785709741,0.425679862492623
0.036690888418140534,7.1619596635716105,3.325658545713423,2.919059924196996,0.0,2.0,1.000130263702438,12.346134865488914
0.1730385245996553,5.905059709509787,1.7911577113501165,2.1876164044882023,0.0,1.0,4.377065837427719,0.5313854162718386
-1.6597976832006545,6.161309542674311,4.556052925554703,5.224213402935707,2.0,4.0,0.3720666647218294,3.214752850623058
0.011240728519385056,7.890391774728071,4.00095731619237,2.496048675040056,1.0,3.0,1.0366076501613088,1.9769099359642741
0.4082153744541922,6.890172531040047,8.618580447760431,2.6510360188008564,0.0,7.0,0.024405324614824753,17.44143418034253
1.8612436730964568,5.763748772961618,5.398657883942265,3.942424192235713,1.0,4.0,0.14692576238388277,3.1775153616582306
1.34348473126026,6.116266975119081,6.709698590039683,2.936204160906439,0.0,6.0,0.48391573368335145,0.43571529796205577
0.7421391818555297,6.899717221434532,2.8500846928940993,6.221304059998865,0.0,0.0,0.4579641350280194,2.6052853330967203
-0.8531768956773262,6.572633158744242,4.533528463187286,2.0142628451233815,0.0,5.0,0.1297765860839034,0.9606247056862056
-1.0310311746662777,7.934181130464075,3.4913604308925903,5.108819755607279,2.0,0.0,0.12899865169934271,7.258834357832619
0.5456725092273081,6.8496754533318445,7.8386156880886855,4.204777949589791,1.0,5.0,0.6823050690465103,1.2007214376297095
-0.6951458644355164,4.758651072776889,5.81731153442662,4.271248490053249,1.0,2.0,0.07743054476571759,1.5707741933532693
-0.26777011248150107,7.274994509365297,2.8996630685788065,2.443686768376782,0.0,3.0,1.2055018062532923,0.6928683350451499
0.29037694444269246,6.963837701409423,3.771133697850148,6.509457063793846,2.0,4.0,1.856625505855866,1.2925325392953126
-0.4101648953011304,8.461492041767801,3.9236267826749756,5.880888317821089,3.0,1.0,0.4723427976698566,1.6743288699583658
